Date,No_of_Accidents,Tithi,Nakshtra,Karna,Yoga,Ayanamsa,Rashi
03-05-2019,2937,Trayodasi,Revathi,Vanija,Vishkambha,"24 7'23""",Meena
05-06-2021,2936,Dasami,Revathi,Vishti,Ayushman,"24 9'8""",Meena
13-11-2017,2936,Dasami,Pubha,Vishti,Vaidhruthi,"24 6'14""",Simha
14-08-2018,2936,Thadiya,Uttara,Garaja,Siddha,"24 6'51""",Kanya
10-07-2021,2936,Amavasya,Punarwasu,Nagava,Vyaghata,"24 9'15""",Mithuna
16-03-2021,2935,Thadiya,Revathi,Taitula,Bramha,"24 8'58""",Meena
17-03-2021,2935,Chavithi,Ashwini,Vanija,Indra,"24 8'58""",Mesha
28-05-2019,2935,Navami,Purva-Bhadra,Garaja,Vishkambha,"24 7'26""",Kumbha
02-04-2018,2934,Vidhiya,Chitta,Taitula,Vyaghata,"24 6'32""",Tula
24-07-2018,2932,Dvadasi,Jyesta,Bawa,Bramha,"24 6'48""",Vrushchika
15-09-2020,2932,Dvadasi,Aslesha,Taitula,Siva,"24 8'32""",Karkataka
24-07-2021,2932,Punnami,Uttara-Shaada,Bawa,Vishkambha,"24 9'17""",Makara
21-03-2019,2931,Punnami,Uttara,Bawa,Ganda,"24 7'18""",Kanya
27-03-2019,2929,Sapthami,Jyesta,Vishti,Vyatipata,"24 7'19""",Vrushchika
08-04-2020,2928,Punnami,Hasta,Bawa,Vyaghata,"24 8'9""",Kanya
26-10-2017,2928,Shasti,Purva-Shada,Taitula,Sukarman,"24 6'12""",Dhanu
05-04-2018,2927,Panchami,Anuradha,Kaulava,Siddhi,"24 6'33""",Vrushchika
31-05-2019,2926,Dvadasi,Ashwini,Kaulava,Saubhagya,"24 7'27""",Mesha
16-02-2023,2925,Dasami,Mula,Vishti,Harshana,"24 10'41""",Dhanu
17-08-2018,2925,Shasti,Swati,Taitula,Sukla,"24 6'51""",Tula
02-05-2019,2924,Dvadasi,Uttara-Bhadra,Taitula,Vaidhruthi,"24 7'23""",Meena
29-05-2021,2922,Thadiya,Purva-Shada,Vishti,Subha,"24 9'7""",Dhanu
03-08-2018,2920,Shasti,Revathi,Vanija,Dhrithi,"24 6'50""",Meena
13-02-2022,2919,Dvadasi,Aarudra,Bawa,Prithi,"24 9'47""",Mithuna
19-09-2018,2919,Dasami,Purva-Shada,Taitula,Sobhana,"24 6'55""",Dhanu
02-04-2020,2919,Ashtami,Punarwasu,Bawa,Atiganda,"24 8'9""",Mithuna
02-08-2018,2919,Panchami,Uttara-Bhadra,Taitula,Sukarman,"24 6'50""",Meena
11-03-2021,2919,Trayodasi,Dhanista,Garaja,Siva,"24 8'57""",Makara
30-04-2018,2918,Punnami,Swati,Bawa,Siddhi,"24 6'35""",Tula
20-08-2018,2918,Navami,Jyesta,Kaulava,Vaidhruthi,"24 6'52""",Vrushchika
15-11-2016,2918,Padyami,Kruthika,Balava,Parigha,"24 5'29""",Vrushabha
24-03-2023,2917,Thadiya,Ashwini,Taitula,Indra,"24 10'46""",Mesha
18-11-2016,2916,Chaviti,Aarudra,Balava,Sadhya,"24 5'29""",Mithuna
07-08-2018,2914,Dasami,Rohini,Vishti,Dhruva,"24 6'50""",Vrushabha
21-05-2019,2911,Vidhiya,Jyesta,Garaja,Siddha,"24 7'25""",Vrushchika
08-05-2019,2910,Thadiya,Mrugasira,Garaja,Sukarman,"24 7'23""",Vrushabha
27-06-2021,2910,Thadiya,Uttara-Shaada,Vanija,Vaidhruthi,"24 9'12""",Makara
19-11-2019,2908,Sapthami,Aslesha,Vishti,Bramha,"24 7'50""",Karkataka
28-02-2019,2908,Navami,Mula,Garaja,Vajra,"24 7'17""",Dhanu
19-07-2018,2908,Sapthami,Hasta,Garaja,Siva,"24 6'48""",Kanya
24-07-2019,2907,Sapthami,Revathi,Vishti,Sukarman,"24 7'36""",Meena
19-12-2021,2907,Punnami,Mrugasira,Bawa,Subha,"24 9'37""",Vrushabha
27-06-2018,2904,Chaturdasi,Jyesta,Vanija,Sukla,"24 6'44""",Vrushchika
27-12-2019,2903,Padyami,Purva-Shada,Bawa,Dhruva,"24 7'56""",Dhanu
07-05-2018,2902,Sapthami,Uttara-Shaada,Vishti,Subha,"24 6'36""",Makara
01-04-2021,2901,Chaviti,Visakha,Balava,Vajra,"24 8'59""",Tula
15-08-2019,2901,Punnami,Sravanam,Vishti,Saubhagya,"24 7'39""",Makara
07-05-2019,2900,Vidhiya,Rohini,Kaulava,Sobhana,"24 7'23""",Vrushabha
07-06-2019,2898,Chavithi,Pushyami,Vishti,Dhruva,"24 7'28""",Karkataka
03-11-2017,2897,Chaturdasi,Revathi,Garaja,Vajra,"24 6'13""",Meena
11-01-2017,2897,Chaturdasi,Mrugasira,Garaja,Bramha,"24 5'38""",Mithuna
04-06-2019,2894,Padyami,Mrugasira,Kimstughana,Dhrithi,"24 7'27""",Vrushabha
14-05-2019,2894,Dasami,Pubha,Taitula,Vyaghata,"24 7'24""",Simha
19-04-2019,2888,Punnami,Chitta,Vishti,Harshana,"24 7'21""",Kanya
03-01-2019,2888,Dvadasi,Anuradha,Taitula,Soola,"24 7'9""",Vrushchika
25-11-2019,2887,Trayodasi,Swati,Vanija,Saubhagya,"24 7'50""",Tula
15-05-2019,2886,Ekadasi,Uttara,Vishti,Harshana,"24 7'24""",Kanya
21-06-2019,2886,Chaviti,Sravanam,Bawa,Vaidhruthi,"24 7'30""",Makara
07-06-2018,2884,Ashtami,Purva-Bhadra,Kaulava,Prithi,"24 6'41""",Kumbha
12-06-2019,2882,Dasami,Hasta,Taitula,Vyatipata,"24 7'29""",Kanya
24-04-2019,2882,Panchami,Mula,Taitula,Siva,"24 7'22""",Dhanu
02-08-2019,2881,Padyami,Aslesha,Bawa,Vyatipata,"24 7'37""",Karkataka
22-05-2018,2881,Ashtami,Makha,Vishti,Dhruva,"24 6'38""",Simha
19-03-2018,2878,Vidhiya,Revathi,Balava,Bramha,"24 6'31""",Meena
26-06-2019,2877,Ashtami,Uttara-Bhadra,Kaulava,Sobhana,"24 7'31""",Meena
04-03-2019,2877,Trayodasi,Sravanam,Garaja,Parigha,"24 7'17""",Makara
19-07-2019,2876,Vidhiya,Sravanam,Garaja,Prithi,"24 7'35""",Makara
13-05-2019,2876,Navami,Makha,Balava,Dhruva,"24 7'24""",Simha
15-12-2016,2876,Padyami,Aarudra,Kaulava,Sukla,"24 5'33""",Mithuna
15-07-2019,2875,Chaturdasi,Mula,Garaja,Bramha,"24 7'35""",Dhanu
21-08-2018,2875,Dasami,Mula,Garaja,Vishkambha,"24 6'52""",Dhanu
21-11-2016,2873,Sapthami,Aslesha,Bawa,Bramha,"24 5'30""",Karkataka
31-10-2017,2873,Ekadasi,Satabhisham,Vanija,Dhruva,"24 6'12""",Kumbha
06-05-2019,2873,Padyami,Kruthika,Bawa,Saubhagya,"24 7'23""",Vrushabha
11-06-2019,2873,Navami,Uttara,Balava,Siddhi,"24 7'29""",Kanya
21-11-2021,2872,Vidhiya,Rohini,Taitula,Siva,"24 9'32""",Vrushabha
19-06-2018,2872,Shasti,Makha,Taitula,Vajra,"24 6'43""",Simha
02-11-2017,2871,Trayodasi,Uttara-Bhadra,Kaulava,Harshana,"24 6'12""",Meena
23-07-2018,2870,Ekadasi,Anuradha,Vanija,Sukla,"24 6'48""",Vrushchika
01-04-2019,2869,Ekadasi,Dhanista,Balava,Sadhya,"24 7'19""",Makara
02-01-2018,2868,Punnami,Aarudra,Bawa,Bramha,"24 6'22""",Mithuna
14-10-2016,2866,Trayodasi,Purva-Bhadra,Kaulava,Vridhi,"24 5'25""",Kumbha
13-08-2018,2866,Vidhiya,Pubha,Kaulava,Parigha,"24 6'51""",Simha
20-06-2021,2865,Dasami,Chitta,Taitula,Parigha,"24 9'11""",Kanya
09-08-2019,2865,Navami,Anuradha,Kaulava,Bramha,"24 7'38""",Vrushchika
16-08-2019,2865,Padyami,Dhanista,Balava,Sobhana,"24 7'39""",Kumbha
17-04-2019,2864,Dvadasi,Pubha,Balava,Dhruva,"24 7'21""",Simha
10-01-2017,2862,Dvadasi,Rohini,Balava,Sukla,"24 5'38""",Vrushabha
11-01-2019,2861,Panchami,Satabhisham,Bawa,Vyatipata,"24 7'10""",Kumbha
04-12-2018,2857,Dvadasi,Chitta,Taitula,Saubhagya,"24 7'4""",Tula
12-06-2022,2857,Dvadasi,Swati,Balava,Siva,"24 10'3""",Tula
12-07-2018,2856,Chaturdasi,Aarudra,Vishti,Dhruva,"24 6'46""",Mithuna
29-06-2018,2856,Padyami,Purva-Shada,Kaulava,Bramha,"24 6'44""",Dhanu
11-09-2021,2855,Panchami,Swati,Bawa,Indra,"24 9'24""",Tula
31-07-2018,2852,Thadiya,Satabhisham,Vishti,Sobhana,"24 6'49""",Kumbha
23-01-2022,2852,Panchami,Uttara,Taitula,Atiganda,"24 9'44""",Kanya
01-05-2019,2851,Dvadasi,Purva-Bhadra,Kaulava,Indra,"24 7'23""",Kumbha
21-08-2019,2851,Panchami,Ashwini,Taitula,Ganda,"24 7'40""",Mesha
24-05-2019,2849,Panchami,Uttara-Shaada,Taitula,Sukla,"24 7'26""",Makara
08-11-2016,2847,Ashtami,Sravanam,Vishti,Ganda,"24 5'28""",Makara
05-10-2020,2846,Thadiya,Bharani,Vishti,Vajra,"24 8'34""",Mesha
13-07-2018,2846,Amavasya,Punarwasu,Nagava,Vyaghata,"24 6'47""",Mithuna
26-06-2018,2842,Trayodasi,Anuradha,Taitula,Subha,"24 6'44""",Vrushchika
08-06-2018,2842,Navami,Uttara-Bhadra,Taitula,Ayushman,"24 6'41""",Meena
13-03-2019,2841,Shasti,Kruthika,Taitula,Vishkambha,"24 7'18""",Vrushabha
05-06-2018,2838,Shasti,Dhanista,Vanija,Vaidhruthi,"24 6'40""",Makara
01-08-2019,2834,Amavasya,Pushyami,Nagava,Siddhi,"24 7'37""",Karkataka
05-12-2016,2834,Panchami,Sravanam,Balava,Dhruva,"24 5'32""",Makara
28-06-2019,2834,Dasami,Ashwini,Vishti,Sukarman,"24 7'32""",Mesha
23-07-2019,2833,Shasti,Uttara-Bhadra,Garaja,Atiganda,"24 7'36""",Meena
13-06-2018,2831,Chaturdasi,Rohini,Sakuna,Dhrithi,"24 6'42""",Vrushabha
06-08-2018,2830,Navami,Kruthika,Garaja,Vridhi,"24 6'50""",Vrushabha
26-03-2019,2830,Shasti,Anuradha,Garaja,Siddhi,"24 7'19""",Vrushchika
27-12-2018,2830,Panchami,Makha,Taitula,Prithi,"24 7'8""",Simha
22-04-2019,2829,Thadiya,Anuradha,Vishti,Vyatipata,"24 7'21""",Vrushchika
10-07-2018,2828,Dvadasi,Kruthika,Kaulava,Ganda,"24 6'46""",Vrushabha
23-08-2019,2828,Sapthami,Bharani,Bawa,Dhruva,"24 7'40""",Mesha
07-08-2019,2828,Sapthami,Swati,Vanija,Subha,"24 7'38""",Tula
22-01-2018,2827,Panchami,Purva-Bhadra,Bawa,Parigha,"24 6'25""",Meena
17-07-2019,2823,Punnami,Uttara-Shaada,Bawa,Vaidhruthi,"24 7'35""",Dhanu
01-11-2017,2817,Dvadasi,Purva-Bhadra,Bawa,Vyaghata,"24 6'12""",Kumbha
12-06-2018,2817,Trayodasi,Kruthika,Vanija,Sukarman,"24 6'41""",Mesha
28-03-2019,2816,Ashtami,Mula,Balava,Variyan,"24 7'19""",Dhanu
04-10-2016,2815,Thadiya,Swati,Garaja,Vishkambha,"24 5'24""",Tula
20-07-2018,2811,Ashtami,Chitta,Vishti,Siddha,"24 6'48""",Tula
03-04-2019,2811,Trayodasi,Purva-Bhadra,Vanija,Sukla,"24 7'20""",Kumbha
18-06-2018,2810,Panchami,Aslesha,Balava,Harshana,"24 6'42""",Karkataka
04-06-2018,2809,Panchami,Sravanam,Taitula,Indra,"24 6'40""",Makara
24-06-2019,2807,Sapthami,Purva-Bhadra,Vishti,Ayushman,"24 7'31""",Kumbha
19-03-2019,2806,Trayodasi,Makha,Kaulava,Dhrithi,"24 7'18""",Simha
23-05-2019,2805,Chaviti,Purva-Shada,Balava,Subha,"24 7'26""",Dhanu
03-06-2019,2805,Amavasya,Rohini,Chatushpada,Sukarman,"24 7'27""",Vrushabha
14-05-2021,2804,Vidhiya,Rohini,Kaulava,Sukarman,"24 9'5""",Vrushabha
12-07-2019,2802,Dasami,Visakha,Garaja,Sadhya,"24 7'34""",Tula
06-04-2018,2801,Shasti,Jyesta,Garaja,Vyatipata,"24 6'33""",Vrushchika
09-09-2022,2798,Chaturdasi,Dhanista,Garaja,Sukarman,"24 10'17""",Kumbha
02-01-2020,2797,Sapthami,Purva-Bhadra,Garaja,Variyan,"24 7'57""",Meena
07-11-2016,2796,Sapthami,Uttara-Shaada,Vanija,Soola,"24 5'28""",Makara
03-11-2016,2794,Thadiya,Jyesta,Garaja,Atiganda,"24 5'27""",Vrushchika
20-05-2019,2793,Padyami,Anuradha,Kaulava,Siva,"24 7'25""",Vrushchika
29-03-2019,2793,Navami,Purva-Shada,Taitula,Parigha,"24 7'19""",Dhanu
20-06-2018,2792,Sapthami,Pubha,Vanija,Siddhi,"24 6'43""",Simha
06-11-2017,2791,Vidhiya,Rohini,Garaja,Parigha,"24 6'13""",Vrushabha
11-06-2018,2788,Dvadasi,Bharani,Taitula,Atiganda,"24 6'41""",Mesha
01-07-2019,2788,Trayodasi,Rohini,Vanija,Ganda,"24 7'32""",Vrushabha
18-07-2019,2787,Padyami,Sravanam,Kaulava,Vishkambha,"24 7'35""",Makara
25-04-2019,2787,Shasti,Purva-Shada,Vanija,Siddha,"24 7'22""",Dhanu
04-11-2016,2784,Chavithi,Mula,Vishti,Atiganda,"24 5'27""",Dhanu
28-08-2021,2783,Shasti,Bharani,Garaja,Vridhi,"24 9'22""",Mesha
03-07-2019,2783,Padyami,Aarudra,Kimstughana,Dhruva,"24 7'33""",Mithuna
25-07-2018,2780,Trayodasi,Mula,Kaulava,Indra,"24 6'48""",Dhanu
15-01-2018,2779,Trayodasi,Mula,Vanija,Dhruva,"24 6'24""",Dhanu
24-02-2021,2779,Dvadasi,Punarwasu,Bawa,Ayushman,"24 8'56""",Mithuna
31-05-2018,2778,Vidhiya,Jyesta,Taitula,Sadhya,"24 6'39""",Vrushchika
28-12-2018,2777,Shasti,Pubha,Vanija,Ayushman,"24 7'8""",Simha
12-03-2019,2776,Panchami,Bharani,Balava,Vaidhruthi,"24 7'18""",Mesha
08-08-2019,2775,Ashtami,Visakha,Bawa,Sukla,"24 7'38""",Tula
18-07-2018,2775,Shasti,Uttara,Kaulava,Parigha,"24 6'47""",Kanya
25-10-2017,2773,Panchami,Mula,Balava,Atiganda,"24 6'12""",Dhanu
28-06-2018,2773,Punnami,Mula,Bawa,Sukla,"24 6'44""",Dhanu
17-06-2019,2772,Punnami,Jyesta,Vishti,Subha,"24 7'30""",Vrushchika
21-03-2023,2771,Chaturdasi,Purva-Bhadra,Sakuna,Subha,"24 10'45""",Kumbha
18-11-2019,2771,Shasti,Pushyami,Garaja,Subha,"24 7'49""",Karkataka
25-02-2021,2769,Trayodasi,Pushyami,Kaulava,Saubhagya,"24 8'56""",Karkataka
14-11-2016,2769,Punnami,Bharani,Vishti,Vyatipata,"24 5'29""",Mesha
07-11-2021,2769,Thadiya,Jyesta,Taitula,Atiganda,"24 9'30""",Vrushchika
10-06-2019,2767,Ashtami,Pubha,Vishti,Vajra,"24 7'29""",Simha
29-03-2023,2766,Ashtami,Aarudra,Vishti,Sobhana,"24 10'46""",Mithuna
19-02-2018,2765,Thadiya,Uttara-Bhadra,Garaja,Sadhya,"24 6'29""",Meena
17-05-2019,2764,Trayodasi,Chitta,Taitula,Vyatipata,"24 7'25""",Tula
21-06-2018,2759,Ashtami,Uttara,Bawa,Vyatipata,"24 6'43""",Kanya
26-07-2018,2758,Chaturdasi,Purva-Shada,Garaja,Vaidhruthi,"24 6'49""",Dhanu
06-12-2020,2756,Shasti,Aslesha,Garaja,Indra,"24 8'43""",Karkataka
06-09-2016,2755,Panchami,Swati,Bawa,Bramha,"24 5'22""",Tula
02-12-2019,2753,Shasti,Sravanam,Kaulava,Dhruva,"24 7'52""",Makara
26-07-2019,2753,Navami,Bharani,Taitula,Soola,"24 7'36""",Mesha
09-07-2018,2751,Ekadasi,Bharani,Bawa,Dhrithi,"24 6'46""",Mesha
17-11-2016,2750,Thadiya,Mrugasira,Vishti,Siddha,"24 5'29""",Mithuna
19-06-2019,2749,Vidhiya,Purva-Shada,Taitula,Bramha,"24 7'30""",Dhanu
06-08-2019,2748,Shasti,Chitta,Kaulava,Sadhya,"24 7'38""",Kanya
06-12-2016,2747,Shasti,Dhanista,Taitula,Vyaghata,"24 5'32""",Kumbha
28-11-2016,2744,Chaturdasi,Visakha,Vishti,Sobhana,"24 5'31""",Tula
29-12-2017,2739,Ekadasi,Bharani,Vanija,Siddha,"24 6'21""",Mesha
14-11-2017,2738,Ekadasi,Uttara,Balava,Vishkambha,"24 6'14""",Kanya
14-02-2018,2738,Chaturdasi,Uttara-Shaada,Vishti,Vyatipata,"24 6'28""",Makara
31-12-2019,2736,Panchami,Satabhisham,Bawa,Siddhi,"24 7'57""",Kumbha
12-08-2019,2730,Dvadasi,Purva-Shada,Balava,Vishkambha,"24 7'39""",Dhanu
01-11-2016,2728,Padyami,Visakha,Bawa,Saubhagya,"24 5'27""",Tula
08-05-2021,2727,Dvadasi,Uttara-Bhadra,Kaulava,Vishkambha,"24 9'4""",Meena
10-11-2016,2726,Dasami,Satabhisham,Garaja,Vyaghata,"24 5'28""",Kumbha
16-11-2016,2724,Vidhiya,Rohini,Taitula,Siva,"24 5'29""",Vrushabha
31-07-2019,2724,Chaturdasi,Punarwasu,Vishti,Vajra,"24 7'37""",Mithuna
25-07-2019,2721,Ashtami,Ashwini,Balava,Dhrithi,"24 7'36""",Mesha
16-04-2019,2719,Ekadasi,Makha,Vishti,Ganda,"24 7'21""",Simha
19-10-2016,2718,Chaviti,Kruthika,Bawa,Vyatipata,"24 5'26""",Vrushabha
03-07-2022,2716,Chavithi,Aslesha,Vanija,Vajra,"24 10'7""",Karkataka
11-07-2018,2714,Trayodasi,Rohini,Garaja,Vridhi,"24 6'46""",Vrushabha
18-02-2019,2712,Trayodasi,Pushyami,Taitula,Saubhagya,"24 7'15""",Karkataka
15-06-2018,2707,Vidhiya,Aarudra,Balava,Ganda,"24 6'42""",Mithuna
17-07-2018,2707,Panchami,Pubha,Bawa,Variyan,"24 6'47""",Simha
30-07-2018,2704,Vidhiya,Dhanista,Garaja,Saubhagya,"24 6'49""",Kumbha
11-10-2016,2701,Dasami,Sravanam,Taitula,Dhrithi,"24 5'25""",Makara
17-10-2016,2700,Padyami,Ashwini,Kaulava,Vajra,"24 5'26""",Mesha
14-06-2019,2694,Dvadasi,Swati,Bawa,Parigha,"24 7'29""",Tula
09-07-2019,2692,Sapthami,Hasta,Vanija,Parigha,"24 7'34""",Kanya
12-01-2017,2691,Punnami,Aarudra,Vishti,Indra,"24 5'38""",Mithuna
07-11-2017,2689,Chaviti,Mrugasira,Bawa,Siva,"24 6'13""",Vrushabha
16-07-2018,2688,Chavithi,Makha,Vanija,Vyatipata,"24 6'47""",Simha
01-12-2016,2688,Vidhiya,Jyesta,Balava,Dhrithi,"24 5'31""",Vrushchika
10-02-2023,2687,Chaviti,Hasta,Balava,Dhrithi,"24 10'41""",Kanya
27-07-2018,2685,Punnami,Uttara-Shaada,Vishti,Vishkambha,"24 6'49""",Dhanu
22-06-2018,2679,Navami,Hasta,Kaulava,Variyan,"24 6'43""",Kanya
29-04-2019,2679,Dasami,Dhanista,Vanija,Sukla,"24 7'22""",Kumbha
11-07-2019,2678,Navami,Swati,Kaulava,Siddha,"24 7'34""",Tula
14-12-2016,2677,Punnami,Mrugasira,Bawa,Subha,"24 5'33""",Vrushabha
30-10-2017,2674,Dasami,Dhanista,Taitula,Vridhi,"24 6'12""",Kumbha
28-12-2017,2673,Navami,Revathi,Kaulava,Parigha,"24 6'21""",Meena
25-06-2019,2669,Sapthami,Purva-Bhadra,Bawa,Saubhagya,"24 7'31""",Meena
22-07-2019,2668,Panchami,Purva-Bhadra,Taitula,Sobhana,"24 7'36""",Kumbha
26-10-2016,2668,Ekadasi,Pubha,Bawa,Bramha,"24 5'26""",Simha
10-01-2021,2665,Dvadasi,Anuradha,Kaulava,Ganda,"24 8'49""",Vrushchika
10-10-2020,2665,Ashtami,Punarwasu,Balava,Parigha,"24 8'35""",Mithuna
09-02-2017,2663,Trayodasi,Punarwasu,Taitula,Prithi,"24 5'42""",Mithuna
18-07-2021,2662,Ashtami,Chitta,Bawa,Siddha,"24 9'16""",Tula
16-07-2019,2661,Chaturdasi,Purva-Shada,Vanija,Indra,"24 7'35""",Dhanu
22-03-2023,2660,Padyami,Uttara-Bhadra,Kimstughana,Sukla,"24 10'45""",Meena
13-12-2016,2660,Chaturdasi,Rohini,Vanija,Siddha,"24 5'33""",Vrushabha
13-06-2021,2659,Thadiya,Punarwasu,Taitula,Vridhi,"24 9'10""",Mithuna
13-05-2021,2658,Padyami,Kruthika,Bawa,Atiganda,"24 9'4""",Vrushabha
05-08-2019,2655,Panchami,Uttara,Bawa,Siddha,"24 7'38""",Kanya
11-05-2021,2652,Amavasya,Bharani,Chatushpada,Saubhagya,"24 9'4""",Mesha
14-11-2021,2651,Dasami,Purva-Bhadra,Garaja,Vyaghata,"24 9'31""",Kumbha
08-09-2016,2649,Shasti,Visakha,Taitula,Vaidhruthi,"24 5'22""",Vrushchika
19-08-2019,2646,Thadiya,Uttara-Bhadra,Vishti,Dhrithi,"24 7'40""",Meena
27-11-2019,2645,Padyami,Anuradha,Kimstughana,Sukarman,"24 7'51""",Vrushchika
15-03-2019,2644,Ashtami,Mrugasira,Bawa,Ayushman,"24 7'18""",Mithuna
03-07-2018,2644,Panchami,Satabhisham,Kaulava,Prithi,"24 6'45""",Kumbha
02-12-2016,2642,Thadiya,Mula,Taitula,Soola,"24 5'31""",Dhanu
21-02-2023,2637,Padyami,Satabhisham,Bawa,Siva,"24 10'42""",Kumbha
01-09-2016,2636,Amavasya,Makha,Chatushpada,Siva,"24 5'22""",Simha
08-01-2022,2635,Shasti,Purva-Bhadra,Taitula,Variyan,"24 9'41""",Meena
02-11-2016,2634,Vidhiya,Anuradha,Kaulava,Sobhana,"24 5'27""",Vrushchika
25-05-2020,2631,Thadiya,Mrugasira,Taitula,Dhrithi,"24 8'15""",Mithuna
31-01-2017,2629,Thadiya,Purva-Bhadra,Garaja,Parigha,"24 5'41""",Kumbha
06-06-2021,2628,Ekadasi,Ashwini,Balava,Saubhagya,"24 9'8""",Mesha
07-12-2016,2628,Sapthami,Satabhisham,Vanija,Harshana,"24 5'32""",Kumbha
25-03-2019,2627,Panchami,Visakha,Kaulava,Vajra,"24 7'19""",Tula
20-12-2016,2626,Sapthami,Pubha,Vishti,Prithi,"24 5'34""",Simha
05-10-2016,2626,Chavithi,Visakha,Vanija,Prithi,"24 5'24""",Tula
30-07-2019,2624,Trayodasi,Aarudra,Garaja,Vyaghata,"24 7'37""",Mithuna
10-11-2017,2622,Sapthami,Pushyami,Vishti,Subha,"24 6'13""",Karkataka
08-12-2016,2620,Ashtami,Purva-Bhadra,Bawa,Vajra,"24 5'32""",Kumbha
03-02-2023,2612,Trayodasi,Aarudra,Kaulava,Vishkambha,"24 10'40""",Mithuna
02-01-2019,2611,Ekadasi,Visakha,Balava,Dhrithi,"24 7'9""",Tula
22-05-2021,2607,Dasami,Uttara,Garaja,Vajra,"24 9'6""",Kanya
02-07-2018,2606,Chaviti,Dhanista,Bawa,Vishkambha,"24 6'45""",Makara
17-10-2021,2601,Dvadasi,Satabhisham,Bawa,Vridhi,"24 9'27""",Kumbha
07-09-2016,2601,Shasti,Visakha,Kaulava,Indra,"24 5'22""",Tula
15-09-2016,2600,Trayodasi,Dhanista,Taitula,Sukarman,"24 5'23""",Kumbha
01-08-2021,2598,Ashtami,Bharani,Kaulava,Ganda,"24 9'18""",Mesha
02-07-2019,2591,Chaturdasi,Mrugasira,Sakuna,Vridhi,"24 7'32""",Mithuna
13-10-2016,2590,Dvadasi,Satabhisham,Bawa,Ganda,"24 5'25""",Kumbha
22-12-2016,2590,Navami,Hasta,Taitula,Saubhagya,"24 5'35""",Kanya
12-12-2016,2589,Trayodasi,Bharani,Kaulava,Siva,"24 5'33""",Mesha
09-09-2016,2588,Sapthami,Anuradha,Vanija,Vishkambha,"24 5'22""",Vrushchika
14-03-2019,2588,Sapthami,Rohini,Vanija,Prithi,"24 7'18""",Vrushabha
07-02-2017,2586,Ekadasi,Mrugasira,Vanija,Vaidhruthi,"24 5'42""",Vrushabha
18-03-2019,2583,Dvadasi,Aslesha,Bawa,Atiganda,"24 7'18""",Karkataka
25-12-2022,2580,Vidhiya,Uttara-Shaada,Kaulava,Dhruva,"24 10'32""",Dhanu
26-11-2019,2578,Amavasya,Visakha,Chatushpada,Atiganda,"24 7'51""",Tula
10-07-2019,2576,Ashtami,Chitta,Bawa,Siva,"24 7'34""",Kanya
21-10-2016,2575,Shasti,Aarudra,Garaja,Parigha,"24 5'26""",Mithuna
19-01-2017,2568,Sapthami,Hasta,Vishti,Sukarman,"24 5'39""",Kanya
19-09-2020,2566,Vidhiya,Hasta,Kaulava,Bramha,"24 8'33""",Kanya
09-11-2016,2561,Navami,Dhanista,Balava,Dhruva,"24 5'28""",Kumbha
06-01-2017,2559,Ashtami,Revathi,Vishti,Parigha,"24 5'37""",Meena
27-09-2016,2556,Ekadasi,Aslesha,Balava,Siddha,"24 5'24""",Karkataka
19-12-2016,2555,Shasti,Makha,Garaja,Vishkambha,"24 5'34""",Simha
17-01-2017,2554,Panchami,Uttara,Taitula,Sobhana,"24 5'39""",Simha
08-02-2017,2554,Dvadasi,Aarudra,Balava,Vishkambha,"24 5'42""",Mithuna
27-12-2017,2553,Ashtami,Uttara-Bhadra,Bawa,Variyan,"24 6'21""",Meena
30-09-2016,2553,Chaturdasi,Uttara,Sakuna,Sukla,"24 5'24""",Simha
12-05-2021,2552,Padyami,Kruthika,Kimstughana,Sobhana,"24 9'4""",Mesha
27-09-2020,2551,Ekadasi,Sravanam,Vanija,Sukarman,"24 8'33""",Makara
27-02-2020,2546,Thadiya,Revathi,Garaja,Subha,"24 8'5""",Meena
13-03-2017,2546,Padyami,Uttara,Balava,Soola,"24 5'45""",Kanya
07-10-2016,2546,Shasti,Jyesta,Kaulava,Saubhagya,"24 5'25""",Vrushchika
23-03-2023,2543,Vidhiya,Revathi,Balava,Bramha,"24 10'45""",Meena
29-07-2019,2541,Dvadasi,Mrugasira,Kaulava,Dhruva,"24 7'37""",Vrushabha
08-07-2019,2541,Shasti,Uttara,Taitula,Variyan,"24 7'33""",Simha
14-09-2016,2539,Dvadasi,Sravanam,Balava,Atiganda,"24 5'23""",Makara
31-10-2016,2535,Padyami,Swati,Kimstughana,Ayushman,"24 5'27""",Tula
18-10-2020,2530,Vidhiya,Swati,Balava,Prithi,"24 8'35""",Tula
28-03-2023,2526,Sapthami,Mrugasira,Garaja,Saubhagya,"24 10'46""",Vrushabha
13-01-2017,2526,Padyami,Punarwasu,Balava,Vishkambha,"24 5'38""",Karkataka
07-03-2018,2525,Shasti,Visakha,Garaja,Vyaghata,"24 6'30""",Tula
09-12-2016,2525,Dasami,Uttara-Bhadra,Taitula,Vyatipata,"24 5'33""",Meena
22-08-2021,2524,Punnami,Dhanista,Vishti,Sobhana,"24 9'21""",Makara
20-10-2016,2522,Panchami,Mrugasira,Kaulava,Variyan,"24 5'26""",Vrushabha
17-05-2021,2513,Panchami,Punarwasu,Balava,Soola,"24 9'5""",Mithuna
25-11-2021,2511,Panchami,Pushyami,Taitula,Sukla,"24 9'33""",Karkataka
